0.000000000000000000e+00 5.119000000000000217e-01
1.000000000000000021e-02 5.114999999999999547e-01
2.000000000000000042e-02 5.248000000000000442e-01
2.999999999999999889e-02 5.379000000000000448e-01
4.000000000000000083e-02 5.450000000000000400e-01
5.000000000000000278e-02 5.575999999999999845e-01
5.999999999999999778e-02 5.622000000000000330e-01
7.000000000000000666e-02 5.777999999999999803e-01
8.000000000000000167e-02 5.838999999999999746e-01
8.999999999999999667e-02 5.921999999999999487e-01
1.000000000000000056e-01 6.035000000000000364e-01
1.100000000000000006e-01 6.099999999999999867e-01
1.199999999999999956e-01 6.169000000000000039e-01
1.300000000000000044e-01 6.139000000000000012e-01
1.400000000000000133e-01 6.292999999999999705e-01
1.499999999999999944e-01 6.378000000000000336e-01
